words,labels,entities,term_list
"['Stand-alone', 'and', 'Grid-connected', 'Small', 'Wind', 'Turbines']","['B-Term', 'O', 'B-Term', 'O', 'B-Term', 'I-Term']","{('Term', 2, 2), ('Term', 0, 0), ('Term', 4, 5)}","['Grid-connected', 'Stand-alone', 'Wind Turbines']"
"['Small', 'scale', 'wind', 'turbines', 'can', 'be', 'used', 'in', 'domestic', ',', 'community', 'and', 'smaller', 'wind', 'energy', 'projects', 'and', 'these', 'can', 'be', 'either', 'stand-alone', 'or', 'grid-connected', 'systems', '.']","['O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 2, 3), ('Term', 21, 21), ('Term', 23, 24), ('Term', 13, 14)}","['wind turbines', 'stand-alone', 'grid-connected systems', 'wind energy']"
"['Standalone', 'systems', 'are', 'used', 'to', 'generate', 'electricity', 'for', 'charging', 'batteries', 'to', 'run', 'small', 'electrical', 'applications', ',', 'often', 'in', 'remote', 'locations', 'where', 'it', 'is', 'expensive', 'or', 'not', 'physically', 'possible', 'to', 'connect', 'to', 'a', 'mains', 'power', 'supply', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 6, 6), ('Term', 13, 13), ('Term', 9, 9), ('Term', 32, 34), ('Term', 0, 1)}","['electricity', 'electrical', 'batteries', 'mains power supply', 'Standalone systems']"
"['Such', 'examples', 'include', 'rural', 'farms', 'and', 'island', 'communities', ',', 'with', 'typical', 'applications', 'being', 'water', 'heating', 'or', 'pumping', ',', 'electric', 'livestock', 'fencing', ',', 'lighting', 'or', 'any', 'kind', 'of', 'small', 'electronic', 'system', 'needed', 'to', 'control', 'or', 'monitor', 'remote', 'equipment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 28, 28)}","['electric', 'electronic']"
"['With', 'grid-connected', 'turbines', 'the', 'output', 'from', 'the', 'wind', 'turbine', 'is', 'directly', 'connected', 'to', 'the', 'existing', 'mains', 'electricity', 'supply', '.']","['O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'I-Term', 'O']","{('Term', 15, 17), ('Term', 7, 8), ('Term', 1, 2)}","['mains electricity supply', 'wind turbine', 'grid-connected turbines']"
"['This', 'type', 'of', 'system', 'can', 'be', 'used', 'both', 'for', 'individual', 'wind', 'turbines', 'and', 'for', 'wind', 'farms', 'exporting', 'electricity', 'to', 'the', 'electricity', 'network', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 10, 11), ('Term', 14, 15), ('Term', 17, 17), ('Term', 20, 21)}","['wind turbines', 'wind farms', 'electricity', 'electricity network']"
"['A', 'grid-connected', 'wind', 'turbine', 'can', 'be', 'a', 'good', 'proposition', 'if', 'your', 'consumption', 'of', 'electricity', 'is', 'high', '.']","['O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 13, 13), ('Term', 1, 3)}","['electricity', 'grid-connected wind turbine']"
"['@', 'Proven', 'Energy']","['O', 'O', 'B-Term']","{('Term', 2, 2)}",['Energy']
['www.bwea.com'],['O'],set(),[]
"['VIOLENT', 'STORM']","['O', 'B-Term']","{('Term', 1, 1)}",['STORM']
"['NEAR', 'GALE']","['O', 'B-Term']","{('Term', 1, 1)}",['GALE']
"['FRESH', 'BREEZE']","['O', 'B-Term']","{('Term', 1, 1)}",['BREEZE']
"['SEVERE', 'GALE']","['O', 'B-Term']","{('Term', 1, 1)}",['GALE']
['GALE'],['B-Term'],"{('Term', 0, 0)}",['GALE']
"['Wind', 'Turbine', 'Technology']","['B-Term', 'I-Term', 'I-Term']","{('Term', 0, 2)}",['Wind Turbine Technology']
"['Sep', '2005']","['O', 'O']",set(),[]
"['Can', 'We', 'Rely', 'on', 'the', 'Wind', '?']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 5, 5)}",['Wind']
"['Wind', 'generation', 'is', 'often', 'described', 'as', 'intermittent', ',', 'as', 'the', 'wind', 'does', 'not', 'blow', 'continuously', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 0, 1)}","['wind', 'Wind generation']"
"['This', 'is', 'a', 'misnomer', 'as', 'it', 'implies', 'an', ""'"", 'all', 'or', 'nothing', ""'"", 'delivery', 'of', 'energy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 15, 15)}",['energy']
"['An', 'individual', 'wind', 'turbine', 'will', 'generate', 'electricity', 'for', '70', '-', '85', '%', 'of', 'the', 'time', 'and', 'its', 'electricity', 'output', 'varies', 'between', 'zero', 'and', 'full', 'output', 'in', 'accordance', 'with', 'the', 'wind', 'speed', '.']","['O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 6, 6), ('Term', 2, 3), ('Term', 29, 30), ('Term', 17, 18)}","['electricity', 'wind turbine', 'wind speed', 'electricity output']"
"['However', ',', 'the', 'combined', 'output', 'of', 'the', 'UK', ""'s"", 'entire', 'wind', 'power', 'portfolio', 'shows', 'less', 'variability', ',', 'given', 'the', 'differences', 'in', 'wind', 'speeds', 'over', 'the', 'country', 'as', 'a', 'whole', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 11), ('Term', 21, 22)}","['wind power', 'wind speeds']"
"['Whilst', 'the', 'amount', 'of', 'wind', 'generation', 'varies', ',', 'it', 'rarely', '(', 'if', 'ever', ')', 'goes', 'completely', 'to', 'zero', ',', 'nor', 'to', 'full', 'output', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 5)}",['wind generation']
"['In', 'order', 'to', 'maintain', 'security', 'of', 'supplies', ',', 'a', 'second-bysecond', 'balance', 'between', 'generation', 'and', 'demand', 'must', 'be', 'achieved', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['An', 'excess', 'of', 'generation', 'causes', 'the', 'system', 'frequency', 'to', 'rise', 'whilst', 'an', 'excess', 'of', 'demand', 'causes', 'the', 'system', 'frequency', 'to', 'fall', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'electricity', 'system', 'is', 'designed', 'and', 'operated', 'in', 'such', 'a', 'way', 'as', 'to', 'cope', 'with', 'large', 'and', 'small', 'fluctuations', 'in', 'supply', 'and', 'demand', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1)}",['electricity']
"['No', 'Wind', 'turbine', 'nacelles', '.']","['O', 'B-Term', 'IN-Term', 'B-Term', 'O']","{('Term', 3, 3), ('Term', 1, 2)}","['nacelles', 'Wind turbine']"
"['Picture', 'supplied', 'by', 'SLP', 'Energy', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 4, 4)}",['Energy']
"['©', 'Charles', 'Hodge', 'power', 'station', 'is', 'totally', 'reliable', 'Photography', ',', 'Lowestoft', 'and', 'demand', 'is', 'also', 'uncertain', '.']","['O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 4)}",['power station']
"['Therefore', ',', 'the', 'system', 'operator', 'establishes', 'reserves', 'that', 'provide', 'a', 'capability', 'to', 'achieve', 'balance', 'given', 'the', 'statistics', 'of', 'variations', 'expected', 'over', 'different', 'timescales', '.']","['O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 4)}",['system operator']
"['The', 'variability', 'of', 'wind', 'generation', 'is', 'but', 'one', 'component', 'of', 'the', 'generation', 'and', 'demand', 'variations', 'that', 'are', 'considered', 'when', 'setting', 'reserve', 'levels', '.']","['O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 4)}",['wind generation']
"['The', 'GB', 'System', 'Operator', ',', 'National', 'Grid', 'Transco', 'stated', 'in', 'their', 'Seven', 'Year', 'Statement', 'that', 'based', 'on', 'recent', 'analysis', 'of', 'the', 'incidence', 'and', 'variation', 'of', 'wind', 'speed', 'we', 'have', 'found', 'that', 'the', 'expected', 'intermittency', 'of', 'wind', 'does', 'not', 'pose', 'such', 'a', 'major', 'problem', 'for', 'stability', 'and', 'we', 'are', 'confident', 'that', 'this', 'can', 'be', 'adequately', 'managed.4']","['O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 25, 26), ('Term', 2, 3), ('Term', 35, 35), ('Term', 5, 6)}","['wind speed', 'System Operator', 'wind', 'National Grid']"
['Summary'],['O'],set(),[]
"['Wind', 'turbine', 'technology', 'has', 'developed', 'and', 'matured', 'over', 'the', 'years', 'and', 'this', 'technology', 'now', 'forms', 'an', 'increasingly', 'important', 'part', 'of', 'the', 'UK', ""'s"", 'electricity', 'industry', '.']","['B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O']","{('Term', 0, 2), ('Term', 23, 23), ('Term', 12, 12), ('Term', 24, 24)}","['Wind turbine technology', 'electricity', 'technology', 'industry']"
"['Renewable', 'energy', 'is', 'vital', 'in', 'our', 'fight', 'against', 'climate', 'change', 'and', 'technologies', 'such', 'as', 'wind', 'energy', 'can', 'help', 'in', 'building', 'a', 'sustainable', 'electricity', 'generation', 'system', 'for', 'the', 'future', '.']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 14, 15), ('Term', 8, 9), ('Term', 0, 1), ('Term', 21, 23)}","['technologies', 'wind energy', 'climate change', 'Renewable energy', 'sustainable electricity generation']"
"['References', 'and', 'further', 'information']","['O', 'O', 'O', 'O']",set(),[]
"['1', 'EWEA', '(', '2004', ')', ',', 'Wind', 'Energy', '-', 'The', 'Facts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O']","{('Term', 6, 7)}",['Wind Energy']
"['An', 'Analysis', 'of', 'Wind', 'Energy', 'in', 'the', 'EU-25', ',', 'Executive', 'Summary', ',', 'from', 'at', 'www.ewea.org', '2', 'See', 'www.bwea.com/edu/calcs.html', 'for', 'wind', 'energy', 'calculations', '3', 'For', 'more', 'details', 'on', 'integrating', 'wind', 'energy', 'to', 'the', 'electricity', 'network', 'see', 'The', 'Carbon', 'Trust', 'and', 'DTI', '(', '2004', ')', ',', 'Renewables', 'Network', 'Impact', 'Study', ',', 'www.carbontrust.org.uk', ';', 'National', 'Grid', '(', '2004', ')', ',', 'Seven', 'Year', 'Statement', ',', 'go', 'to', 'www.nationalgrid.com', '4', 'National', 'Grid', '(', '2004', ')', 'Seven', 'Year', 'Statement', ',', 'available', 'at', 'www.nationalgrid.com', '5', 'For', 'other', 'BWEA', 'Briefing', 'Sheets', ',', 'go', 'to', 'www.bwea.com/energy/briefing-sheets.html', '6', 'For', 'latest', 'wind', 'energy', 'statistics', 'go', 'to', 'www.bwea.com/ukwed']","['O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 3, 4), ('Term', 45, 45), ('Term', 90, 91), ('Term', 32, 33), ('Term', 28, 29), ('Term', 65, 66), ('Term', 19, 20), ('Term', 36, 36), ('Term', 51, 52)}","['Wind Energy', 'Network', 'wind energy', 'electricity network', 'wind energy', 'National Grid', 'wind energy', 'Carbon', 'National Grid']"
"['BWEA', ',', '1', 'Aztec', 'Row', ',', 'Berners', 'Road', ',', 'London', 'N1', '0PW', 't', '020', '7689', '1960', '•', 'f', '020', '7689', '1969', '•', 'e', 'info@bwea.com']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Printed', 'by', 'Kent', 'Art', 'Printers', 'on', 'Revive', 'Uncoated', ':', 'minimum', '80', '%', 'de-inked', 'post', 'consumer', 'waste', 'and', '20', '%', 'mill', 'broke']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 19, 19)}",['mill']
['www.bwea.com'],['O'],set(),[]
"['JOINT', 'IMPLEMENTATION', 'PROJECT', 'DESIGN', 'DOCUMENT', 'FORM', 'FOR', 'SMALL-SCALE', 'PROJECTS', '-', 'Version', '01.1', 'Joint', 'Implementation', 'Supervisory', 'Committee']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['page', '1']","['O', 'O']",set(),[]
"['JOINT', 'IMPLEMENTATION', 'PROJECT', 'DESIGN', 'DOCUMENT', 'FORM', 'FOR', 'SMALL-SCALE', 'PROJECTS', 'Version', '01.1', '-', 'in', 'effect', 'as', 'of', ':', '27', 'October', '2006']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['CONTENTS', 'A.', 'B.', 'C.', 'D.', 'E.', 'F.', 'G.', 'General', 'description', 'of', 'the', 'small-scale', 'project', 'Baseline', 'Duration', 'of', 'the', 'small-scale', 'project', '/', 'crediting', 'period', 'Monitoring', 'plan', 'Estimation', 'of', 'greenhouse', 'gas', 'emission', 'reductions', 'Environmental', 'impacts', 'Stakeholders', ""'"", 'comments', 'Annexes', 'Annex', '1', ':', 'Contact', 'information', 'on', 'project', 'participants']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'IN-Term', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 27, 30), ('Term', 31, 32)}","['greenhouse gas emission reductions', 'Environmental impacts']"
"['This', 'template', 'shall', 'not', 'be', 'altered', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['It', 'shall', 'be', 'completed', 'without', 'modifying', '/', 'adding', 'headings', 'or', 'logo', ',', 'format', 'or', 'font', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['JOINT', 'IMPLEMENTATION', 'PROJECT', 'DESIGN', 'DOCUMENT', 'FORM', 'FOR', 'SMALL-SCALE', 'PROJECTS', '-', 'Version', '01.1', 'Joint', 'Implementation', 'Supervisory', 'Committee']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['page', '2']","['O', 'O']",set(),[]
"['SECTION', 'A.', 'General', 'description', 'of', 'the', 'small-scale', 'project', 'A.1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Title', 'of', 'the', 'small-scale', 'project', ':']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Sudenai', 'and', 'Lendimai', 'Wind', 'Power', 'Joint', 'Implementation', 'Project', 'Ver.', 'no', '.']","['O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 4)}",['Wind Power']
"['6', ',', 'Nov.', '6', '2007', 'A.2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Description', 'of', 'the', 'small-scale', 'project', ':']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'objective', 'of', 'the', 'JI', 'project', 'is', 'to', 'establish', 'two', 'wind', 'power', 'plants', 'with', 'a', 'combined', 'capacity', 'of', '14', 'MW', 'at', 'Sudenu', 'and', 'Lendimu', 'villages', 'in', 'Lithuania', '(', 'JI', 'Project', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 19, 19), ('Term', 10, 12)}","['MW', 'wind power plants']"
"['The', 'renewable', 'electricity', 'produced', 'by', 'the', 'wind', 'power', 'plants', 'will', 'displace', 'carbon', 'intensive', 'electricity', 'produced', 'from', 'fossil', 'fuel', 'sources', 'in', 'the', 'Lithuanian', 'power', 'network', ',', 'thus', 'contributing', 'to', 'the', 'lowering', 'of', 'greenhouse', 'gas', 'emissions', 'as', 'well', 'as', 'other', 'pollutants', 'related', 'to', 'fossil', 'fuel', 'based', 'power', 'generation', '.']","['O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 11, 13), ('Term', 22, 23), ('Term', 38, 38), ('Term', 6, 8), ('Term', 1, 2), ('Term', 16, 17), ('Term', 41, 42), ('Term', 31, 33), ('Term', 44, 45)}","['carbon intensive electricity', 'power network', 'pollutants', 'wind power plants', 'renewable electricity', 'fossil fuel', 'fossil fuel', 'greenhouse gas emissions', 'power generation']"
"['Lithuania', 'has', 'undertaken', 'to', 'increase', 'the', 'share', 'of', 'renewable', 'electricity', 'from', 'current', '3,5', '%', 'to', '7', '%', 'by', 'year', '2010', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 9)}",['renewable electricity']
"['To', 'comply', 'with', 'this', 'undertaking', 'Lithuania', 'would', 'need', 'to', 'achieve', 'ca', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['480', 'GWh', 'electricity', 'production', 'only', 'from', 'wind', 'energy', '.']","['O', 'B-Term', 'BN-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 2, 3), ('Term', 1, 1), ('Term', 6, 7)}","['electricity production', 'GWh', 'wind energy']"
"['This', 'would', 'amount', 'to', 'ca', '.']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['200', 'MW', 'of', 'installed', 'wind', 'power', 'capacity', '.']","['O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O']","{('Term', 1, 1), ('Term', 4, 5)}","['MW', 'wind power']"
"['The', 'recently', 'approved', 'National', 'Program', 'of', 'Increasing', 'Efficiency', 'of', 'Energy', 'Consumption', 'for', '2006', '-', '2010', 'states', 'that', 'potential', 'of', 'usage', 'of', 'renewable', 'sector', 'to', 'produce', 'electricity', 'is', 'growing', '0.2', '-', '1', '%', 'annually', ';', 'wind', 'energy', 'is', 'first', 'priority', ',', 'biomass', 'energy', 'second', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O']","{('Term', 25, 25), ('Term', 9, 9), ('Term', 21, 21), ('Term', 40, 41), ('Term', 34, 35)}","['electricity', 'Energy', 'renewable', 'biomass energy', 'wind energy']"
"['In', 'order', 'to', 'give', 'incentives', 'for', 'business', 'of', 'wind', 'energy', 'parks', ',', 'the', 'government', 'has', 'issued', 'legislation1', 'regulating', 'the', 'obligatory', 'purchase', 'of', 'wind', 'power', 'electricity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 8, 10), ('Term', 22, 24)}","['wind energy parks', 'wind power electricity']"
"['The', 'feed-in', 'tariff', 'is', 'set', 'to', '0,22', 'LTL', 'per', 'kWh', 'i.e.', '6,37', 'EUR', 'cents', 'per', 'kWh', '(', '1', 'EUR', '=', '3,4528', 'LTL', ')', '.']","['O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 9), ('Term', 15, 15), ('Term', 1, 2)}","['kWh', 'kWh', 'feed-in tariff']"
"['Such', 'a', 'feed-in', 'tariff', 'is', 'expected', 'to', 'remain', 'until', '2020', 'year', '.']","['O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 3)}",['feed-in tariff']
"['In', 'order', 'to', 'obtain', 'the', 'mentioned', 'feed-in', 'tariff', 'the', 'wind', 'power', 'plant', 'must', 'be', 'built', 'in', 'one', 'of', 'the', 'six', 'zones', 'for', 'which', 'tenders', 'for', 'grid', 'connection', 'are', 'organised', 'by', 'Lietuvos', 'Energija', 'AB', '-', 'the', 'electricity', 'Transmission', 'System', 'Operator', 'in', 'Lithuania', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'O']","{('Term', 6, 7), ('Term', 36, 38), ('Term', 35, 35), ('Term', 25, 26), ('Term', 9, 11)}","['feed-in tariff', 'Transmission System Operator', 'electricity', 'grid connection', 'wind power plant']"
"['The', 'set', 'feed-in', 'tariff', 'is', 'unfortunately', 'not', 'sufficient', 'to', 'realize', 'the', 'proposed', 'project', 'on', 'a', 'commercial', 'basis', '.']","['O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 3)}",['feed-in tariff']
"['Additional', 'income', 'from', 'the', 'sale', 'of', ""'"", 'carbon', 'credits', ""'"", 'under', 'the', 'Kyoto', 'Joint', 'Implementation', 'scheme', 'is', 'thus', 'required', 'to', 'turn', 'the', 'project', 'attractive', 'for', 'the', 'investors', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 7, 8)}",['carbon credits']
